podcast_name,writer,link,language,country,category,episodes,publish_date,ListenScore,top_rank
Whistlestop: Presidential History and Trivia,Slate Podcasts,https://www.listennotes.com/podcasts/whistlestop-presidential-history-and-trivia-j9tgyMQYJRr/,English,United States,"['News', 'Society & Culture', 'History']",95,2015,64,0.1
Rocket Motivation,Rod Cate,https://www.listennotes.com/podcasts/rocket-motivation-rod-cate-C-0wloZhEHq/,English,United States,"['Philosophy', 'Society & Culture', 'Mental Health', 'Self-Improvement', 'Education', 'Health & Fitness']",36,2020,30,10
The Episodic Table of Elements,T. R. Appleton,https://www.listennotes.com/podcasts/the-episodic-table-of-elements-t-r-appleton--8TdyIuVJZn/,English,United States,"['History', 'Society & Culture', 'Natural Sciences', 'Science']",94,2017,47,1
tbs eFM This Morning,TBS,https://www.listennotes.com/podcasts/tbs-efm-this-morning-tbs-nUHKXcDOz9B/,English,United States,['News'],1342,2021,30,5
Like You: Mindfulness for Kids,Perpetual Motion,https://www.listennotes.com/podcasts/like-you-mindfulness-for-kids-perpetual-cTPvbzdXj_O/,English,United States,"['Stories for Kids', 'Education for Kids', 'Kids & Family', 'Mental Health', 'Health & Fitness']",105,2020,45,1
LONDON PUB REVIEWS (feat. Tim Key),Hat Trick Podcasts,https://www.listennotes.com/podcasts/london-pub-reviews-feat-tim-key-hat-trick-40TWiY6se2y/,English,United States,"['Comedy Fiction', 'Fiction']",22,2020,35,3
CavalierCast - The Civil War in Words,Mark Turnbull,https://www.listennotes.com/podcasts/cavaliercast-the-civil-war-in-words-mark-HiuL1n-mb0a/,English,United States,['History'],17,2020,26,10
How to Fix the Internet,Cindy Cohn and Danny O’Brien - Electronic Frontier Foundation (EFF),https://www.listennotes.com/podcasts/how-to-fix-the-internet-cindy-cohn-and-FtO9pwxRBrc/,English,United States,"['Technology', 'News', 'Society & Culture', 'Tech News']",13,2020,40,2
Power Up-The Sports Ministry Podcast,Our Daily Bread Ministries,https://www.listennotes.com/podcasts/power-up-the-sports-ministry-podcast-our--Y4sWKeU2_z/,English,United States,"['Society & Culture', 'Self-Improvement', 'Christianity', 'Religion & Spirituality', 'Education']",23,2020,23,10
Herpetological Highlights,Herpetological Highlights,https://www.listennotes.com/podcasts/herpetological-highlights-herpetological-gBm1JhARsPn/,English,United States,"['Science', 'Natural Sciences']",101,2017,39,2
The Richie Allen Show,The Richie Allen Show,https://www.listennotes.com/podcasts/the-richie-allen-show-the-richie-allen-show-wWO1j_95DrQ/,English,United States,['News'],912,2017,50,0.5
Runnin' With the Dweezil,Premier Guitar,https://www.listennotes.com/podcasts/runnin-with-the-dweezil-premier-guitar-5aKqDYhFsBj/,English,United States,"['Music History', 'Music', 'Music Interviews']",15,2020,38,2.5
Making the Case,"Three Seas, Inc.",https://www.listennotes.com/podcasts/making-the-case-three-seas-inc-5t2d4Nvsifl/,English,United States,['True Crime'],20,2020,33,5
Thrivetime Show | Business School without the BS,Clay Clark,https://www.listennotes.com/podcasts/thrivetime-show-business-school-without-the-xHw-BvzCT8R/,English,United States,"['Business', 'Management']",2293,2016,60,0.5
Drawn: The Story of Animation,HowStuffWorks and Cartoon Network,https://www.listennotes.com/podcasts/drawn-the-story-of-animation-howstuffworks-ri_VysM9H2R/,English,United States,['TV & Film'],13,2018,53,0.5
Disrupting Japan: Startups and Innovation in Japan,Tim Romero: Serial startup founder in Japan and indomitable innovator,https://www.listennotes.com/podcasts/disrupting-japan-startups-and-innovation-in-Vstfn1r_4ib/,English,United States,"['Business', 'Business News', 'Society & Culture', 'Places & Travel']",198,2014,40,2
No Jumper,No Jumper,https://www.listennotes.com/podcasts/no-jumper-no-jumper-hiucKYXjmUd/,English,United States,"['Music', 'Arts', 'Visual Arts']",634,2019,67,0.05
The Bible in a Year (with Fr. Mike Schmitz),Ascension Catholic Faith Formation,https://www.listennotes.com/podcasts/the-bible-in-a-year-with-fr-mike-schmitz-t_VN8bxScBl/,English,United States,"['Christianity', 'History', 'Religion & Spirituality']",398,2020,82,0.01
The Casual Criminalist,Cloud10 and iHeartPodcasts,https://www.listennotes.com/podcasts/the-casual-criminalist-cloud10-and-I3uD6v4gOUW/,English,United States,['True Crime'],86,2020,63,0.1
Halftime Report,CNBC,https://www.listennotes.com/podcasts/halftime-report-cnbc-oZpWUjDP4Yf/,English,United States,"['News', 'Investing', 'Business', 'Business News']",358,2020,48,1
Worldly,Vox,https://www.listennotes.com/podcasts/worldly-vox-tCObcML-rxR/,English,United States,['News'],217,2017,62,0.1
The Dinesh D'Souza Podcast,Salem Podcast Network,https://www.listennotes.com/podcasts/the-dinesh-dsouza-podcast-salem-podcast-s7WUCiaGoIz/,English,United States,"['News Commentary', 'News', 'Politics']",246,2021,69,0.05
Seek Reality - Roberta Grimes,Roberta Grimes,https://www.listennotes.com/podcasts/seek-reality-roberta-grimes-roberta-grimes-_bRk7CePf3u/,English,United States,"['Religion & Spirituality', 'Spirituality']",243,2017,42,1.5
Mad in America: Rethinking Mental Health,Mad in America,https://www.listennotes.com/podcasts/mad-in-america-rethinking-mental-health-mad-k5lPxDJYQbi/,English,United States,"['Health & Fitness', 'Self-Help', 'Science', 'Medicine', 'Alternative Health', 'Social Sciences']",199,2017,46,1
Why This Universe?,"Dan Hooper, Shalma Wegsman",https://www.listennotes.com/podcasts/why-this-universe-dan-hooper-shalma-wegsman-yMcwhBWzCAF/,English,United States,"['Science', 'Physics', 'Education']",47,2020,44,1
Huberman Lab,Scicomm Media,https://www.listennotes.com/podcasts/huberman-lab-scicomm-media-FB5OVUfl4PZ/,English,United States,"['Health & Fitness', 'Education']",54,2020,74,0.05
The Investing for Beginners Podcast - Your Path to Financial Freedom,Andrew Sather and Dave Ahern,https://www.listennotes.com/podcasts/the-investing-for-beginners-podcast-your-1gOAxHUQYGK/,English,United States,"['Business', 'Investing']",238,2017,60,0.5
X22 Report,realx22report,https://www.listennotes.com/podcasts/x22-report-realx22report-op7UxJEyvek/,English,United States,['News'],367,2021,66,0.05
Centuries of Sound,James Errington,https://www.listennotes.com/podcasts/centuries-of-sound-james-errington-d6Q5TImGjOL/,English,United States,['Music'],82,2017,36,3
The Show Show: The A-Z of Musicals,Tom Ling and Geddy Stringer,https://www.listennotes.com/podcasts/the-show-show-the-a-z-of-musicals-tom-ling-1Osdnt0YpPz/,English,United States,"['Performing Arts', 'Arts']",29,2020,32,5
Alone Together,Apostrophe Podcast Network,https://www.listennotes.com/podcasts/alone-together-apostrophe-podcast-network-MJEW30umCqa/,English,United States,"['Health & Fitness', 'Mental Health', 'Society & Culture']",47,2021,41,2
Cosmopod,Cosmonaut Magazine,https://www.listennotes.com/podcasts/cosmopod-cosmonaut-magazine-HOGN4qRwcnE/,English,United States,"['History', 'Society & Culture', 'News']",158,2019,41,2
The Shannon Show,Shannon,https://www.listennotes.com/podcasts/the-shannon-show-shannon-Hh_92ZFXrl0/,English,United States,"['Religion & Spirituality', 'Spirituality']",59,2020,24,10
The Recovery,FAT TONY,https://www.listennotes.com/podcasts/the-recovery-fat-tony-FVlmJy1xWPL/,English,United States,['Society & Culture'],22,2020,37,2.5
BardsFM,Scott Kesterson,https://www.listennotes.com/podcasts/bardsfm-scott-kesterson-WyLR9Ucr0gD/,English,United States,"['Politics', 'News', 'Society & Culture', 'Religion & Spirituality']",1159,2020,59,0.5
Sargent: On-Track Podcast,Sargent,https://www.listennotes.com/podcasts/sargent-on-track-podcast-sargent-PdEWwQ08Uz2/,English,United States,"['Business', 'Management']",95,2020,26,10
Cato Daily Podcast,Cato Institute,https://www.listennotes.com/podcasts/cato-daily-podcast-cato-institute-oei8p-h76mV/,English,United States,"['News', 'Education', 'Government', 'National', 'Society & Culture', 'History', 'Non-Profit', 'Philosophy']",3887,2006,56,0.5
On Second Thought,Georgia Public Broadcasting,https://www.listennotes.com/podcasts/on-second-thought-georgia-public-broadcasting-5DGAmTVlorc/,English,United States,"['Government', 'Local']",552,2019,37,2.5
Climbing Arborist Podcast,Climbing Arborist,https://www.listennotes.com/podcasts/climbing-arborist-podcast-climbing-arborist-3fkl79E6bS5/,English,United States,"['Training', 'Education', 'Sports']",43,2016,41,1.5
Bloodsport,BBC Radio 4,https://www.listennotes.com/podcasts/bloodsport-bbc-radio-4-scQrxvI-2ha/,English,United States,['Sports'],11,2020,40,2
The Right Side with Doug Billings,Doug Billings,https://www.listennotes.com/podcasts/the-right-side-with-doug-billings-doug-3-qpGKsAzma/,English,United States,"['News', 'News Commentary']",228,2020,51,0.5
Up My Hockey with Jason Podollan,Jason Podollan,https://www.listennotes.com/podcasts/up-my-hockey-with-jason-podollan-jason-eRZLn_hvFoU/,English,United States,"['Mental Health', 'Education', 'Sports', 'Health & Fitness', 'Self-Improvement', 'Hockey']",77,2019,39,2
Power: Hugh Hefner,Somethin' Else,https://www.listennotes.com/podcasts/power-hugh-hefner-somethin-else-2uS7olyVvYK/,English,United States,"['True Crime', 'News', 'History']",35,2020,63,0.1
My Marvelous Year,By Zack Deane & Dave Buesing (Comic Book Herald),https://www.listennotes.com/podcasts/my-marvelous-year-by-zack-deane-dave-OeVR3hsbYjJ/,English,United States,"['Books', 'Visual Arts', 'Arts', 'Leisure', 'Hobbies']",162,2018,47,1
Retired Marine Sounds Off  aka TrueNewsPodCast.com,Retired Marine Sounds Off,https://www.listennotes.com/podcasts/retired-marine-sounds-off-aka-KZGuyUIo7qP/,English,United States,['News'],76,2020,28,10
Call Me Back - with Dan Senor,Dan Senor,https://www.listennotes.com/podcasts/call-me-back-with-dan-senor-dan-senor-yDxJqtrkSmM/,English,United States,"['Society & Culture', 'News', 'Business']",48,2020,45,1
Mind of a Football Coach,Zach Davis,https://www.listennotes.com/podcasts/mind-of-a-football-coach-zach-davis-RC2-VjExql7/,English,United States,"['Religion & Spirituality', 'Christianity', 'Sports', 'College & High School', 'Education', 'K-12', 'Society & Culture', 'Philosophy']",173,2017,35,5
The Victim's Shoes,Lexi and Jessa,https://www.listennotes.com/podcasts/the-victims-shoes-lexi-and-jessa-yF5AoMdPCe-/,English,United States,['True Crime'],3,2020,46,1
Animation Podcast,Clay Kaytis,https://www.listennotes.com/podcasts/animation-podcast-clay-kaytis-Z9feKATDazj/,English,United States,"['TV & Film', 'Arts', 'Visual Arts', 'Society & Culture', 'Personal Journals']",33,2005,42,1.5
Conservative Daily Podcast,Conservative Daily,https://www.listennotes.com/podcasts/conservative-daily-podcast-conservative-daily-s7hA9vpVfbc/,English,United States,"['News', 'Politics']",756,2019,57,0.5
The FloTrack Podcast,The FloTrack Podcast,https://www.listennotes.com/podcasts/the-flotrack-podcast-the-flotrack-podcast-blWURaAvwYs/,English,United States,"['Sports', 'Professional']",393,2020,42,1.5
Ska Boom - An American Ska & Reggae Podcast,Marc Wasserman,https://www.listennotes.com/podcasts/ska-boom-an-american-ska-reggae-podcast-cFYtrk2wmpK/,English,United States,"['Music', 'Music History', 'Music Commentary', 'Music Interviews']",72,2020,31,5
Stay Tuned with Preet,CAFE,https://www.listennotes.com/podcasts/stay-tuned-with-preet-cafe-_CvGN7QmqDc/,English,United States,"['Politics', 'News', 'Government', 'Society & Culture']",425,2017,81,0.01
Days Like These - True Stories,ABC Radio,https://www.listennotes.com/podcasts/days-like-these-true-stories-abc-radio-sDKU5cqauoG/,English,United States,"['Society & Culture', 'Documentary']",63,2020,55,0.5
The Health Ranger Show,Mike Adams the Health Ranger,https://www.listennotes.com/podcasts/the-health-ranger-show-mike-adams-the-fzmaj9EeH7-/,English,United States,"['Health & Fitness', 'Alternative Health']",83,2008,44,1
SAGE Sociology,SAGE Publications Ltd.,https://www.listennotes.com/podcasts/sage-sociology-sage-publications-ltd-tu6cmdaIhXs/,English,United States,"['Science', 'Social Sciences', 'Society & Culture']",211,2014,36,3
Let Me Google That,Let Me Google That,https://www.listennotes.com/podcasts/let-me-google-that-let-me-google-that-HOYABaUTc28/,English,United States,"['Science', 'Society & Culture', 'History']",277,2018,43,1.5
Then Again,Northeast Georgia History Center,https://www.listennotes.com/podcasts/then-again-northeast-georgia-history-center-LKcR3TMl_yk/,English,United States,"['History', 'Society & Culture', 'Non-Profit', 'Government', 'Education']",95,2018,30,10
Dance Magic Dance,Hannah Pilkes & Greg Nussen,https://www.listennotes.com/podcasts/dance-magic-dance-hannah-pilkes-greg-nussen-GdRIrN74VYF/,English,United States,"['Science Fiction', 'Fiction', 'Arts', 'Performing Arts', 'Comedy']",12,2021,33,5
Mandarin Blueprint,Mandarin Blueprint,https://www.listennotes.com/podcasts/mandarin-blueprint-mandarin-blueprint-FQeN_lRAfDt/,English,United States,"['Places & Travel', 'Society & Culture', 'Language Learning', 'Education']",214,2019,34,5
Live From America with Jeremy Herrell,Jeremy Herrell,https://www.listennotes.com/podcasts/live-from-america-with-jeremy-herrell-l3C_6asKHJf/,English,United States,"['Politics', 'News']",52,2020,50,0.5
The Nathan Barry Show,"Nathan Barry: Author, Designer, Marketer",https://www.listennotes.com/podcasts/the-nathan-barry-show-nathan-barry-author-i4yeRzHcqxE/,English,United States,"['Business', 'Management', 'Arts', 'Design', 'Technology']",57,2014,39,2
The Experiment,The Atlantic and WNYC Studios,https://www.listennotes.com/podcasts/the-experiment-the-atlantic-and-wnyc-studios-T0peEnaWKAk/,English,United States,"['Education', 'Documentary', 'History', 'Government', 'Society & Culture']",40,2021,64,0.1
Springboard Zone,Albert and Comfort Ocran,https://www.listennotes.com/podcasts/springboard-zone-albert-and-comfort-ocran-wR0SH24tiXv/,English,United States,"['Religion & Spirituality', 'Christianity', 'Health & Fitness', 'Self-Help', 'Business', 'Careers']",582,2017,24,10
Countries That Don't Exist Anymore,CTDEA Team,https://www.listennotes.com/podcasts/countries-that-dont-exist-anymore-ctdea-team-56Q9lEWtLUY/,English,United States,['History'],42,2020,35,5
Duchess,OneFinePlay,https://www.listennotes.com/podcasts/duchess-onefineplay-E0LxG9FvZ6Y/,English,United States,"['History', 'Arts', 'Society & Culture']",24,2021,53,0.5
Jools and Jim's Joyride,Jools Holland & Jim Moir,https://www.listennotes.com/podcasts/jools-and-jims-joyride-jools-holland-jim-moir-cDC_2AyWHox/,English,United States,"['Comedy', 'Comedy Interviews', 'Automotive', 'Leisure']",34,2021,52,0.5
Seen and Not Heard,Caroline Mincks,https://www.listennotes.com/podcasts/seen-and-not-heard-caroline-mincks--SmAQrklGpN/,English,United States,['Fiction'],19,2020,37,2.5
Out for Blood: The Story of Carrie the Musical,Broadway Podcast Network,https://www.listennotes.com/podcasts/out-for-blood-the-story-of-carrie-the-bJCMw80PA3D/,English,United States,"['Society & Culture', 'Documentary', 'Performing Arts', 'Comedy', 'Arts']",19,2020,43,1.5
Toucher & Rich,Beasley Media Group,https://www.listennotes.com/podcasts/toucher-rich-beasley-media-group-kIXFpT5x8bR/,English,United States,['Comedy'],1484,2020,53,0.5
QAnon Anonymous,"Julian Feeld, Travis View & Jake Rockatansky",https://www.listennotes.com/podcasts/qanon-anonymous-julian-feeld-travis-view-My4uHNvEbPI/,English,United States,"['Technology', 'News']",332,2018,66,0.05
Object Of Sound,Sonos,https://www.listennotes.com/podcasts/object-of-sound-sonos-qNrVRHXafzZ/,English,United States,"['News', 'Performing Arts', 'Arts', 'Entertainment News', 'Music', 'Music Interviews']",36,2021,44,1.5
Constant Wonder,BYUradio,https://www.listennotes.com/podcasts/constant-wonder-byuradio-Dxy3wYhrfGO/,English,United States,['Society & Culture'],2563,2000,31,5
This Week in Cardiology,Medscape,https://www.listennotes.com/podcasts/this-week-in-cardiology-medscape-DqQueOlJEsy/,English,United States,"['Science', 'Medicine']",196,2017,54,0.5
The National Pulse,The National Pulse,https://www.listennotes.com/podcasts/the-national-pulse-the-national-pulse-Vxwakr6zKop/,English,United States,"['News', 'Politics', 'News Commentary', 'Daily News']",71,2021,65,0.1
Talk Easy with Sam Fragoso,Pushkin Industries & iHeartPodcasts,https://www.listennotes.com/podcasts/talk-easy-with-sam-fragoso-pushkin-JWP6XmC2DUu/,English,United States,"['TV & Film', 'News', 'Arts', 'Society & Culture', 'Comedy']",279,2016,50,0.5
Well Disguised,Well Disguised,https://www.listennotes.com/podcasts/well-disguised-well-disguised-vmzHfnsN7tp/,English,United States,['Music'],34,2020,30,10
The Riffhard Podcast,Riffhard,https://www.listennotes.com/podcasts/the-riffhard-podcast-riffhard-ud21FzpgB3f/,English,United States,"['Music', 'Music Interviews']",85,2020,43,1.5
